Marca temporal,¿Cuál es tu rango de edad?,¿Cuál es tu rango de ingreso mensual?,¿Cuántas aplicaciones bancarias o financieras utilizas activamente?,¿Conoces qué es una fintech?,¿Qué tipo de instituciones financiera utilizas con mayor frecuencia?,¿Cuáles Fintechs utilizas? (Selección múltiple),"Si utilizas fintechs, ¿qué te preocupa de usarlas? (Selección múltiple)",¿Dirías que prefieres Fintechs sobre Bancos tradicionales?,"Si la anterior pregunta fue que tienes usos diferentes para Fintechs y Bancos Tradicionales responde que usos si no, escribe NA. ","Si has utilizado tanto Fintechs como bancos tradicionales, ¿qué factor influyó MÁS en tu preferencia?","¿Qué tan difícil te resulta completar una transacción típica (transferencia, pago de servicio) en tu app bancaria principal?","Pensando en la última vez que usaste tu app bancaria, ¿qué fue lo que más te FRUSTRÓ? (Selección múltiple)",Y ¿qué fue lo que más te GUSTÓ? (Selección múltiple),"Cuando tienes un problema con tu banco, ¿qué tipo de atención prefieres?",¿Qué tanto confías en tu institución financiera principal para manejar tu dinero y datos personales?,"¿Has tenido alguna vez una preocupación de seguridad con una institución financiera? Si fue así, ¿qué la causó? (Selección múltiple)",¿Cuál es tu banco principal?,¿Qué te haría cambiar de banco? (Selección múltiple),"¿Qué tipo de beneficios valoras más de tu banco? (Selección múltiple, máximo 3)",¿Qué tan importante es para ti tener acceso fácil a sucursales físicas?
5/5/2026 12:48:22,26-40,"Menos de $10,000 MXN",2,No,Banca tradicional,Nu (Nu Bank),Seguridad de mi dinero,No,NA,Confianza institucional,1,Soporte difícil de contactar,"Seguridad (biometría, alertas)",Depende del tipo de problema,5,No he tenido ningún problema,Santander,Mejores tasas,Cashback,2
5/5/2026 12:49:23,56+,"Más de $50,000MXN",3,Si,Banca tradicional,Ninguno,Ninguna,No,NA,Rápidez,1,Nada me frustró,Diseño y facilidad de uso,Atención humana,5,Fraude o cargo no autorizado,Banorte,Mejor atención,"Descuentos en comercios, Sin comisiones",3
5/5/2026 12:49:48,56+,"$20,000MXN–$50,000MXN",4 o más,Si,Ambos,"Mercado pago, GBM","Falta de sucursales físicas, Riesgo tecnológico (caídas, hackeos)",Tengo usos diferentes para Fintechs y Bancos Tradicionales,"Inversión, disponibilidad para emergencias diversificación de mi dinero por riesgos a nacionales e internacionales ",Rápidez,2,Nada me frustró,"Velocidad, Funciones disponibles, Seguridad (biometría, alertas)",Depende del tipo de problema,4,Fraude o cargo no autorizado,Banamex,"Comisiones más bajas, Mejor app, Mejor atención, Recompensas más atractivas, Mejores tasas, Mala experiencia con mi banco actual","Beneficios de viaje, Sin comisiones, Tasas de rendimiento",5
5/5/2026 12:50:42,26-40,"$20,000MXN–$50,000MXN",1,No,Banca tradicional,Ninguno,Ninguna,No,NA,Comisiones bajas,1,Nada me frustró,"Diseño y facilidad de uso, Funciones disponibles",Depende del tipo de problema,5,Fraude o cargo no autorizado,Banorte,"Comisiones más bajas, Recompensas más atractivas","Beneficios de viaje, Sin comisiones, Tasas de rendimiento",5
5/5/2026 12:58:26,26-40,"Más de $50,000MXN",2,Si,Ambos,Mercado pago,"Seguridad de mi dinero, Riesgo tecnológico (caídas, hackeos)",Tengo usos diferentes para Fintechs y Bancos Tradicionales,Utilizo Mercado Pago porque tengo su terminal en mi negocio. Para uso personal utilizo bancos tradicionales ,Experiencia,1,Nada me frustró,"Diseño y facilidad de uso, Funciones disponibles, Seguridad (biometría, alertas)",Atención humana,4,No he tenido ningún problema,BBVA,"Comisiones más bajas, Mejor app",Ninguno,3
5/5/2026 12:59:49,26-40,"$10,000MXN–$20,000MXN",2,Si,Banca tradicional,Nu (Nu Bank),Soporte limitado,No,NA,Confianza institucional,2,Errores o caídas,"Velocidad, Diseño y facilidad de uso",Atención humana,4,No he tenido ningún problema,Banorte,Mala experiencia con mi banco actual,"Descuentos en comercios, Sin comisiones, Tasas de rendimiento",5
5/5/2026 13:01:01,56+,"$20,000MXN–$50,000MXN",3,Si,Banca tradicional,"Mercado pago, PROFUTURO, ","Seguridad de mi dinero, Falta de sucursales físicas, Regulación o respaldo institucional (IPAB)",No,NA,Confianza institucional,2,Procesos con muchos pasos,"Seguridad (biometría, alertas)",Depende del tipo de problema,4,Fraude o cargo no autorizado,Banorte,"Mejor app, Mejores tasas","Puntos canjeables, Descuentos en comercios, Sin comisiones",4
5/5/2026 13:09:01,56+,"Más de $50,000MXN",2,He escuchado el término pero no estoy seguro,Banca tradicional,Ninguno,Ninguna,No,Na,Confianza institucional,2,Difícil encontrar funciones,"Velocidad, Notificaciones útiles, Seguridad (biometría, alertas)",Depende del tipo de problema,5,Fraude o cargo no autorizado,Banamex,"Mejor atención, Recompensas más atractivas, Mejores tasas","Acceso anticipado a productos, Beneficios de viaje, Tasas de rendimiento",4
5/5/2026 13:09:50,41-55,"$20,000MXN–$50,000MXN",2,No,Banca tradicional,Ninguno,"Seguridad de mi dinero, Falta de sucursales físicas, Riesgo tecnológico (caídas, hackeos)",No,No fué esa mi respuesta,No las uso,1,Soporte difícil de contactar,"Velocidad, Seguridad (biometría, alertas)",Atención humana,3,Mal soporte ante un problema,Santander,"Comisiones más bajas, Mejor atención, Recompensas más atractivas, Mejores tasas","Cashback, Sin comisiones",3
5/5/2026 13:27:02,26-40,"$20,000MXN–$50,000MXN",3,Si,Ambos,Mercado pago,Falta de sucursales físicas,No,NA,Rápidez,1,Nada me frustró,Nada en particular,Atención humana,3,No he tenido ningún problema,Banamex,"Recompensas más atractivas, Mejores tasas",Sin comisiones,5
5/5/2026 13:27:21,18-25,"Menos de $10,000 MXN",1,No,Banca tradicional,Ninguno,Ninguna,No,NA,NA,2,Tiempos de carga,Nada en particular,Atención humana,4,Mal soporte ante un problema,Banamex,Mejores tasas,"Cashback, Puntos canjeables, Beneficios de viaje",4
5/5/2026 13:30:12,56+,Prefiero no decir,2,Si,Banca tradicional,Ninguno,"Regulación o respaldo institucional (IPAB), Riesgo tecnológico (caídas, hackeos)",No,NA,Rápidez,1,Nada me frustró,"Funciones disponibles, Notificaciones útiles",Atención humana,5,No he tenido ningún problema,Banorte,"Comisiones más bajas, Mejores tasas","Puntos canjeables, Acceso anticipado a productos, Descuentos en comercios",4
5/5/2026 13:37:20,56+,"Más de $50,000MXN",1,Si,Banca tradicional,Ninguno,Ninguna,No,NA,Confianza institucional,1,Difícil encontrar funciones,"Seguridad (biometría, alertas)",Atención humana,4,Fraude o cargo no autorizado,Santander,Mala experiencia con mi banco actual,"Cashback, Puntos canjeables",3
5/5/2026 13:41:32,41-55,"Más de $50,000MXN",4 o más,Si,Fintechs,"Nu (Nu Bank), Klar, Tokapay","Seguridad de mi dinero, Riesgo tecnológico (caídas, hackeos)",Tengo usos diferentes para Fintechs y Bancos Tradicionales,Para transferir o pagar en páginas de internet ,Rápidez,2,Nada me frustró,Nada en particular,Atención humana,2,Fuga o uso indebido de datos,Banamex,"Mejor atención, Mejores tasas",Ninguno,3
5/5/2026 13:41:39,18-25,"Menos de $10,000 MXN",3,Si,Ambos,"Mercado pago, Stori","Falta de sucursales físicas, Regulación o respaldo institucional (IPAB)",Tengo usos diferentes para Fintechs y Bancos Tradicionales,NA,Rápidez,1,"Tiempos de carga, Soporte difícil de contactar","Seguridad (biometría, alertas), Recompensas o cashback",Atención humana,5,No he tenido ningún problema,BBVA,"Comisiones más bajas, Mejor atención, Recompensas más atractivas, Mejores tasas","Cashback, Puntos canjeables",5
5/5/2026 13:48:48,41-55,"$20,000MXN–$50,000MXN",2,Si,Ambos,Mercado pago,"Falta de sucursales físicas, Regulación o respaldo institucional (IPAB)",No,Na,Rápidez,3,Procesos con muchos pasos,"Seguridad (biometría, alertas)",Atención humana,5,No he tenido ningún problema,Actinver,"Comisiones más bajas, Mejor atención",Cashback,5
5/5/2026 13:52:59,26-40,"Más de $50,000MXN",2,Si,Banca tradicional,Mercado pago,"Seguridad de mi dinero, Riesgo tecnológico (caídas, hackeos)",No,NA,Experiencia,3,"Tiempos de carga, Procesos con muchos pasos, Login o autenticación","Funciones disponibles, Seguridad (biometría, alertas), Recompensas o cashback",Depende del tipo de problema,4,No he tenido ningún problema,Santander,"Comisiones más bajas, Mejor app, Mejores tasas",Descuentos en comercios,1
5/5/2026 13:53:37,41-55,"Más de $50,000MXN",3,Si,Banca tradicional,Ninguno,Ninguna,No,NA,Confianza institucional,1,Nada me frustró,Velocidad,Depende del tipo de problema,4,No he tenido ningún problema,BBVA,Mala experiencia con mi banco actual,Ninguno,1
5/5/2026 13:57:22,56+,"Menos de $10,000 MXN",3,He escuchado el término pero no estoy seguro,Banca tradicional,Konfio y CLIP,"Falta de sucursales físicas, Soporte limitado, Regulación o respaldo institucional (IPAB), Que no tengan atención personal solo IAo chatbot.",No,Para aceptar tarjetas en el negocio.,No uso las Fintechs mencionadas y estoy Agusto con mi Banca Tradicional.,1,Nada me frustró,Notificaciones útiles,Atención humana,5,No he tenido ningún problema,Banamex,Comisiones más bajas,Sin comisiones,5
5/5/2026 14:04:24,56+,"Más de $50,000MXN",3,He escuchado el término pero no estoy seguro,Banca tradicional,Spike,Regulación o respaldo institucional (IPAB),Tengo usos diferentes para Fintechs y Bancos Tradicionales,"Solo para mantener separado el dinero de algunas actividades y lo guardo o separo ahí, también la parte que les doy a mis hijos para sus gastos lo pongo ahí y de ahí se los transfiero ",Confianza institucional,1,Nada me frustró,Diseño y facilidad de uso,Atención humana,4,Fraude o cargo no autorizado,BBVA,Mejores tasas,"Beneficios de viaje, Tasas de rendimiento",3
5/5/2026 14:08:50,18-25,"Menos de $10,000 MXN",1,No,Banca tradicional,Ninguno,"Seguridad de mi dinero, Falta de sucursales físicas, Regulación o respaldo institucional (IPAB), Riesgo tecnológico (caídas, hackeos)",No,NA,No he usado ,4,"Procesos con muchos pasos, Difícil encontrar funciones, Login o autenticación","Funciones disponibles, Notificaciones útiles, Seguridad (biometría, alertas)",Atención humana,3,Mal soporte ante un problema,Banco Azteca,"Mejor app, Mejor atención, Recompensas más atractivas, Mala experiencia con mi banco actual","Acceso anticipado a productos, Descuentos en comercios, Sin comisiones",5
5/5/2026 14:09:43,41-55,Prefiero no decir,4 o más,Si,Ambos,"Klar, Stori, Spin by Oxxo, Kueski Pay, Didi","Seguridad de mi dinero, Riesgo tecnológico (caídas, hackeos)",Tengo usos diferentes para Fintechs y Bancos Tradicionales,BAnca Tradicional dispersion de recursos y manejo de grandes cantidades de dinero,Recompensas,1,Errores o caídas,Nada en particular,Depende del tipo de problema,4,App o web insegura,BBVA,"Comisiones más bajas, Mala experiencia con mi banco actual",Ninguno,5
5/5/2026 14:13:49,41-55,"$20,000MXN–$50,000MXN",4 o más,No,Banca tradicional,Ninguno,Ninguna,No,NA,Confianza institucional,1,"Errores o caídas, Soporte difícil de contactar","Funciones disponibles, Notificaciones útiles, Seguridad (biometría, alertas)",Atención humana,3,Mal soporte ante un problema,Banamex,"Comisiones más bajas, Mejor atención, Mejores tasas","Puntos canjeables, Descuentos en comercios, Sin comisiones",5
5/5/2026 14:52:59,26-40,"$20,000MXN–$50,000MXN",1,Si,Banca tradicional,Ninguno,Ninguna,No,NA,NA,1,Nada me frustró,"Seguridad (biometría, alertas)",Atención humana,4,No he tenido ningún problema,BBVA,Mala experiencia con mi banco actual,"Descuentos en comercios, Beneficios de viaje",5
5/5/2026 14:55:32,18-25,"Menos de $10,000 MXN",1,Si,Banca tradicional,Ninguno,Ninguna,No,NA,Atención al cliente,1,Nada me frustró,"Velocidad, Diseño y facilidad de uso, Notificaciones útiles, Seguridad (biometría, alertas)",Depende del tipo de problema,3,No he tenido ningún problema,Banorte,"Comisiones más bajas, Recompensas más atractivas, Mejores tasas",Ninguno,5
5/5/2026 14:56:02,56+,"Más de $50,000MXN",3,Si,Ambos,Ninguno,Soporte limitado,No,NA,Rápidez,2,Nada me frustró,"Seguridad (biometría, alertas)",Depende del tipo de problema,4,No he tenido ningún problema,TD Canada Trust,Mala experiencia con mi banco actual,Cashback,4
5/5/2026 15:00:38,18-25,"Menos de $10,000 MXN",1,Si,Banca tradicional,Ninguno,Ninguna,No,NA,NA,1,Nada me frustró,Nada en particular,Depende del tipo de problema,4,No he tenido ningún problema,BBVA,"Mejor atención, Recompensas más atractivas, Mala experiencia con mi banco actual","Puntos canjeables, Acceso anticipado a productos, Beneficios de viaje",5
5/5/2026 15:34:01,41-55,"Más de $50,000MXN",1,No,Banca tradicional,Ninguno,Ninguna,Tengo usos diferentes para Fintechs y Bancos Tradicionales,NA,Atención al cliente,3,Errores o caídas,"Seguridad (biometría, alertas)",Atención humana,4,Mal soporte ante un problema,Santander,"Comisiones más bajas, Recompensas más atractivas, Mejores tasas","Cashback, Puntos canjeables, Sin comisiones",5
5/5/2026 15:38:57,41-55,"Más de $50,000MXN",2,He escuchado el término pero no estoy seguro,Banca tradicional,Ninguno,Ninguna,No,Na,Recompensas,1,Nada me frustró,Diseño y facilidad de uso,Atención humana,5,No he tenido ningún problema,BBVA,Mala experiencia con mi banco actual,Sin comisiones,4
5/5/2026 15:39:08,18-25,Prefiero no decir,1,Si,Banca tradicional,Ninguno,Ninguna,No,Na,Confianza institucional,3,Nada me frustró,Nada en particular,Depende del tipo de problema,4,Fraude o cargo no autorizado,BBVA,Mala experiencia con mi banco actual,"Cashback, Acceso anticipado a productos, Tasas de rendimiento",5
5/5/2026 15:39:18,18-25,"Menos de $10,000 MXN",3,Si,Ambos,"Nu (Nu Bank), Plata","Regulación o respaldo institucional (IPAB), Riesgo tecnológico (caídas, hackeos)",Tengo usos diferentes para Fintechs y Bancos Tradicionales,Uso fintechs como credito ,Comisiones bajas,1,"Tiempos de carga, Login o autenticación","Seguridad (biometría, alertas), Recompensas o cashback",Depende del tipo de problema,4,No he tenido ningún problema,BBVA,"Comisiones más bajas, Recompensas más atractivas, Mejores tasas","Descuentos en comercios, Sin comisiones, Tasas de rendimiento",2
5/5/2026 15:40:15,18-25,"Menos de $10,000 MXN",3,Si,Fintechs,"Nu (Nu Bank), Hey Banco, Kueski Pay, Vexi","Falta de sucursales físicas, Soporte limitado",No,NA,Rápidez,1,Nada me frustró,"Velocidad, Diseño y facilidad de uso, Funciones disponibles, Seguridad (biometría, alertas)",Depende del tipo de problema,4,No he tenido ningún problema,Banregio ,Mejor app,"Cashback, Descuentos en comercios, Sin comisiones",4
5/5/2026 15:40:30,18-25,"Menos de $10,000 MXN",1,No,Banca tradicional,Ninguno,Ninguna,No,NA,No lo he usado ,1,Nada me frustró,Diseño y facilidad de uso,Depende del tipo de problema,3,Fuga o uso indebido de datos,Banco Azteca,Recompensas más atractivas,Ninguno,3
5/5/2026 15:45:15,26-40,"Menos de $10,000 MXN",4 o más,No,Banca tradicional,"Nu (Nu Bank), Mercado pago, Stori, SANTANDER, BBVA, PLATA, INBURSA","Ninguna, INVALIDO",No,NA,NA,1,Nada me frustró,Nada en particular,Depende del tipo de problema,4,CLONACIÓN DE TARJETA,NU,Mejor app,Sin comisiones,5
5/5/2026 15:50:55,18-25,"Menos de $10,000 MXN",1,He escuchado el término pero no estoy seguro,Banca tradicional,Ninguno,Ninguna,Tengo usos diferentes para Fintechs y Bancos Tradicionales,NA,NA,2,"Difícil encontrar funciones, Login o autenticación","Velocidad, Seguridad (biometría, alertas)",Atención humana,3,Phishing,BBVA,"Mejor app, Mala experiencia con mi banco actual","Puntos canjeables, Sin comisiones",5
5/5/2026 15:52:08,56+,"Más de $50,000MXN",4 o más,Si,Banca tradicional,Nu (Nu Bank),Ninguna,Tengo usos diferentes para Fintechs y Bancos Tradicionales,"Separa gastos, ahorros e inversiones",Costumbre,1,Nada me frustró,"Diseño y facilidad de uso, Funciones disponibles",Atención humana,3,No he tenido ningún problema,Santander,"Mejor atención, Mejores tasas","Beneficios de viaje, Sin comisiones, Tasas de rendimiento",4
5/5/2026 15:55:34,18-25,"Menos de $10,000 MXN",1,He escuchado el término pero no estoy seguro,Banca tradicional,Ninguno,Ninguna,No,NA,ninguno ,1,Nada me frustró,Velocidad,Depende del tipo de problema,5,No he tenido ningún problema,BBVA,"Mejor app, Mejor atención, Mala experiencia con mi banco actual",Ninguno,5
5/5/2026 15:58:42,56+,"Más de $50,000MXN",3,He escuchado el término pero no estoy seguro,Banca tradicional,Ninguno,Ninguna,No,NA,NA,2,Nada me frustró,Diseño y facilidad de uso,Atención humana,4,Fuga o uso indebido de datos,Banorte,"Comisiones más bajas, Mejor app, Mejor atención, Recompensas más atractivas, Mejores tasas","Cashback, Puntos canjeables, Beneficios de viaje",3
5/5/2026 16:01:39,26-40,"Más de $50,000MXN",3,Si,Ambos,"Nu (Nu Bank), Rappi Card, Spin by Oxxo, ",Ninguna,Tengo usos diferentes para Fintechs y Bancos Tradicionales,No,Rápidez,1,Nada me frustró,Diseño y facilidad de uso,Atención humana,5,No he tenido ningún problema,Santander,Recompensas más atractivas,Cashback,5
5/5/2026 16:04:43,41-55,"Más de $50,000MXN",2,Si,Ambos,"Mercado pago, Paypal","Y luego quiero hablar con alguien especial para yo dar algún tema y siento que no te canalizan directamente, es un rollo",Tengo usos diferentes para Fintechs y Bancos Tradicionales,"Sí, para depósitos y para pagos uso los bancarios, pero para algunas compras un sol de mercado pago y también PayPal para hacer pagos internacionales.",Rápidez,1,Se me olvidó mi contraseña,Velocidad,Atención humana,4,Fraude o cargo no autorizado,HSBC,"Comisiones más bajas, Recompensas más atractivas, Mejores tasas","Pues luego me dan puntos, pero se me hace muy poco para todo lo que gasto",3
5/5/2026 16:05:02,26-40,"Menos de $10,000 MXN",2,Si,Banca tradicional,Ninguno,"Seguridad de mi dinero, Soporte limitado, Riesgo tecnológico (caídas, hackeos)",Si,NA,Rápidez,3,"Procesos con muchos pasos, Errores o caídas, Soporte difícil de contactar","Diseño y facilidad de uso, Seguridad (biometría, alertas), Recompensas o cashback",Depende del tipo de problema,3,Fraude o cargo no autorizado,BBVA,"Mejor app, Mejor atención, Recompensas más atractivas","Cashback, Descuentos en comercios, Sin comisiones",3
5/5/2026 16:08:33,41-55,Prefiero no decir,2,No,Banca tradicional,Ninguno,Ninguna,No,NA,Confianza institucional,4,Nada me frustró,Nada en particular,Atención humana,3,Fraude o cargo no autorizado,Banamex,Comisiones más bajas,Ninguno,5
5/5/2026 16:09:25,56+,"$20,000MXN–$50,000MXN",2,Si,Banca tradicional,Ninguno,Ninguna,Si,NA.,Recompensas,2,Tiempos de carga,Diseño y facilidad de uso,Atención humana,2,Mal soporte ante un problema,BBVA,"Mejor atención, Recompensas más atractivas","Cashback, Sin comisiones",5
5/5/2026 16:09:47,56+,"Más de $50,000MXN",2,Si,Banca tradicional,Ninguno,Ninguna,No,NA,NA,1,Errores o caídas,"Seguridad (biometría, alertas)",Depende del tipo de problema,4,Fraude o cargo no autorizado,Scotiabank,Mejores tasas,Tasas de rendimiento,3
5/5/2026 16:10:54,41-55,Prefiero no decir,2,Si,Banca tradicional,Ninguno,"Seguridad de mi dinero, Regulación o respaldo institucional (IPAB), Riesgo tecnológico (caídas, hackeos)",No,NA,Confianza institucional,1,Tiempos de carga,"Diseño y facilidad de uso, Funciones disponibles, Notificaciones útiles, Seguridad (biometría, alertas)",Depende del tipo de problema,5,Fraude o cargo no autorizado,BBVA,"Comisiones más bajas, Recompensas más atractivas, Mejores tasas, Mala experiencia con mi banco actual","Cashback, Puntos canjeables, Descuentos en comercios",5
5/5/2026 16:11:56,41-55,"Más de $50,000MXN",3,He escuchado el término pero no estoy seguro,Banca tradicional,Nu (Nu Bank),"Seguridad de mi dinero, Regulación o respaldo institucional (IPAB), Riesgo tecnológico (caídas, hackeos)",No,N/A,Rápidez,1,Errores o caídas,Nada en particular,Atención humana,4,Fraude o cargo no autorizado,BBVA,Mala experiencia con mi banco actual,Tasas de rendimiento,3
5/5/2026 16:13:12,18-25,"Menos de $10,000 MXN",1,No,Banca tradicional,Nu (Nu Bank),No c q es,No,Na,Rápidez,2,Tiempos de carga,Velocidad,Asistente AI o chatbot,3,Fraude o cargo no autorizado,Banco Azteca,"Comisiones más bajas, O",Puntos canjeables,2
5/5/2026 16:16:22,41-55,"Más de $50,000MXN",4 o más,No,Banca tradicional,Mercado pago,Falta de sucursales físicas,No,NA,Comisiones bajas,1,Nada me frustró,Diseño y facilidad de uso,Atención humana,5,No he tenido ningún problema,BBVA,"Recompensas más atractivas, Mejores tasas, Mala experiencia con mi banco actual",Puntos canjeables,3
5/5/2026 16:17:28,26-40,"$20,000MXN–$50,000MXN",2,He escuchado el término pero no estoy seguro,Banca tradicional,Ninguno,Ninguna,No,Na,Na,2,Errores o caídas,"Funciones disponibles, Seguridad (biometría, alertas)",Atención humana,3,Mal soporte ante un problema,BBVA,"Comisiones más bajas, Mejor app, Mejor atención, Recompensas más atractivas, Mejores tasas","Descuentos en comercios, Sin comisiones, Tasas de rendimiento",5
5/5/2026 16:17:44,18-25,"$10,000MXN–$20,000MXN",3,Si,Ambos,"Nu (Nu Bank), Mercado pago","Seguridad de mi dinero, Falta de sucursales físicas, Regulación o respaldo institucional (IPAB), Riesgo tecnológico (caídas, hackeos)",No,NA,Confianza institucional,1,Nada me frustró,"Diseño y facilidad de uso, Funciones disponibles, Seguridad (biometría, alertas), Recompensas o cashback",Depende del tipo de problema,4,Mal soporte ante un problema,BBVA,"Recompensas más atractivas, Mejores tasas","Puntos canjeables, Descuentos en comercios, Sin comisiones",4
5/5/2026 16:18:42,56+,"$20,000MXN–$50,000MXN",3,Si,Ambos,Spin by Oxxo,"Seguridad de mi dinero, Soporte limitado, Regulación o respaldo institucional (IPAB), Riesgo tecnológico (caídas, hackeos)",No,NA,Rápidez,1,Nada me frustró,"Velocidad, Notificaciones útiles, Seguridad (biometría, alertas)",Atención humana,5,Fraude o cargo no autorizado,Banamex,"Comisiones más bajas, Recompensas más atractivas, Mejores tasas, Mala experiencia con mi banco actual","Cashback, Puntos canjeables, Tasas de rendimiento",5
5/5/2026 16:28:45,41-55,"$20,000MXN–$50,000MXN",4 o más,Si,Ambos,"Nu (Nu Bank), Mercado pago",Seguridad de mi dinero,Si,Para mi negocio uso banco tradicional ,Rápidez,1,Nada me frustró,Diseño y facilidad de uso,Depende del tipo de problema,4,Fraude o cargo no autorizado,BBVA,"Comisiones más bajas, Mejores tasas",Ninguno,5
5/5/2026 16:30:58,56+,"$20,000MXN–$50,000MXN",1,Si,Banca tradicional,Ninguno,Ninguna,No,NA,No utilizo fintechs,1,Nada me frustró,Diseño y facilidad de uso,Depende del tipo de problema,4,No he tenido ningún problema,BBVA,"Mejor atención, Recomendación cercana",Sin comisiones,3
5/5/2026 16:33:33,41-55,"Más de $50,000MXN",2,No,Banca tradicional,Ninguno,Ninguna,No,NA,NA,1,Difícil encontrar funciones,Notificaciones útiles,Atención humana,5,Fraude o cargo no autorizado,BBVA,Recompensas más atractivas,Puntos canjeables,5
5/5/2026 16:35:28,41-55,"Más de $50,000MXN",3,He escuchado el término pero no estoy seguro,Banca tradicional,Ninguno,"Regulación o respaldo institucional (IPAB), Falta de seguridad de permanencia en el mercado",Si,NA,NA,1,Nada me frustró,Recompensas o cashback,Atención humana,2,No he tenido ningún problema,Banamex,Recompensas más atractivas,"Cashback, Sin comisiones",4
5/5/2026 16:36:30,18-25,"$10,000MXN–$20,000MXN",3,He escuchado el término pero no estoy seguro,Banca tradicional,Ninguno,Ninguna,Tengo usos diferentes para Fintechs y Bancos Tradicionales,Si,Recompensas,2,"Tiempos de carga, Login o autenticación","Seguridad (biometría, alertas)",Depende del tipo de problema,5,Fraude o cargo no autorizado,BBVA,"Recompensas más atractivas, Mejores tasas","Cashback, Sin comisiones, Tasas de rendimiento",3
5/5/2026 16:36:39,56+,"Más de $50,000MXN",2,He escuchado el término pero no estoy seguro,Banca tradicional,Mercado pago,"Falta de sucursales físicas, Soporte limitado, Regulación o respaldo institucional (IPAB), Riesgo tecnológico (caídas, hackeos)",No,NA,Rápidez,1,Difícil encontrar funciones,"Seguridad (biometría, alertas), Nada en particular",Atención humana,3,App o web insegura,HSBC,"Mejor atención, Mejores tasas, Que cuenten SIEMPRE con un telefono con atencion personal ( no chatbots)","Puntos canjeables, Beneficios de viaje, ",4
5/5/2026 16:40:44,41-55,"$20,000MXN–$50,000MXN",2,He escuchado el término pero no estoy seguro,Banca tradicional,Nu (Nu Bank),Falta de sucursales físicas,Tengo usos diferentes para Fintechs y Bancos Tradicionales,Para mí solo tengo depósitos pequeños y en banco hago mis transacciones pienso que es más seguro ,Rápidez,1,Procesos con muchos pasos,"Seguridad (biometría, alertas)",Atención humana,3,No he tenido ningún problema,Banamex,"Comisiones más bajas, Mejor app, Mejores tasas","Puntos canjeables, Descuentos en comercios",4
5/5/2026 16:41:05,41-55,"Más de $50,000MXN",4 o más,Si,Banca tradicional,Ninguno,No utilizo Fintechs,No,NA,Solo he usado Bancos ,1,Soporte difícil de contactar,"Seguridad (biometría, alertas)",Atención humana,4,No he tenido ningún problema,BBVA,Mala experiencia con mi banco actual,"Puntos canjeables, Beneficios de viaje, Sin comisiones",2
5/5/2026 16:51:28,41-55,Prefiero no decir,1,No,Banca tradicional,Mercado pago,Ninguna,Tengo usos diferentes para Fintechs y Bancos Tradicionales,"NA
",Rápidez,1,Soporte difícil de contactar,Funciones disponibles,Atención humana,2,Fraude o cargo no autorizado,BBVA,Comisiones más bajas,Puntos canjeables,5
5/5/2026 16:54:58,41-55,"$20,000MXN–$50,000MXN",2,No,Banca tradicional,Ninguno,"Seguridad de mi dinero, Falta de sucursales físicas, Soporte limitado, Regulación o respaldo institucional (IPAB), Riesgo tecnológico (caídas, hackeos)",No,NA,Confianza institucional,1,"Tiempos de carga, Errores o caídas, Login o autenticación","Velocidad, Funciones disponibles, Notificaciones útiles",Atención humana,4,Fraude o cargo no autorizado,BBVA,"Comisiones más bajas, Mejor atención, Recompensas más atractivas, Mejores tasas","Cashback, Puntos canjeables, Acceso anticipado a productos",5
5/5/2026 17:06:57,41-55,"$10,000MXN–$20,000MXN",3,He escuchado el término pero no estoy seguro,Ambos,Plata Card,"Seguridad de mi dinero, Falta de sucursales físicas, Soporte limitado, Regulación o respaldo institucional (IPAB), Riesgo tecnológico (caídas, hackeos)",Tengo usos diferentes para Fintechs y Bancos Tradicionales,NA,Recompensas,1,Errores o caídas,"Diseño y facilidad de uso, Notificaciones útiles, Recompensas o cashback",Atención humana,4,Mal soporte ante un problema,Inbursa,"Comisiones más bajas, Mejor app, Mejor atención, Recompensas más atractivas, Recomendación cercana, Mejores tasas","Puntos canjeables, Descuentos en comercios, Sin comisiones",5
5/5/2026 17:07:06,41-55,"Menos de $10,000 MXN",1,No,Banca tradicional,Nu (Nu Bank),Seguridad de mi dinero,Tengo usos diferentes para Fintechs y Bancos Tradicionales,NA,Recompensas,3,Procesos con muchos pasos,Recompensas o cashback,Atención humana,3,Fraude o cargo no autorizado,Scotiabank,Recompensas más atractivas,Cashback,5
5/5/2026 17:14:57,41-55,"$20,000MXN–$50,000MXN",2,No,Banca tradicional,Ninguno,Seguridad de mi dinero,No,Banco ,Confianza institucional,1,Tiempos de carga,Velocidad,Atención humana,3,Fraude o cargo no autorizado,BBVA,Recompensas más atractivas,Beneficios de viaje,4
5/5/2026 17:16:02,41-55,"$20,000MXN–$50,000MXN",1,Si,Banca tradicional,Ninguno,Ninguna,No,Na,Confianza institucional,1,Nada me frustró,Diseño y facilidad de uso,Depende del tipo de problema,5,No he tenido ningún problema,Banamex,"Mala experiencia con mi banco actual, Que no me solucione problemas ",Que no he tenido inconvenientes ,5
